Name,Location,Type,Namespace,Source,Reference Count,Offcut Ref Count
_kdSetAllStatusRequest,8c11082c,Function,Global,Analysis,0,0
_kdSetARControl,8c11082c,Function,Global,Analysis,0,0
_kdSetDeviceKill,8c11082c,Function,Global,Analysis,0,0
_kdSetDeviceRequest,8c11082c,Function,Global,Analysis,0,0
_kdSetDeviceReset,8c11082c,Function,Global,Analysis,0,0
_kdSetFT4Control,8c11082c,Function,Global,Analysis,0,0
_kdSetGetCondition,8c11082c,Function,Global,Analysis,0,0
_kdSetGetMediaInfo,8c11082c,Function,Global,Analysis,0,0
_kdSetResetPattern,8c11082c,Function,Global,Analysis,0,0
_kdSetSetCondition,8c11082c,Function,Global,Analysis,0,0
_kdSetTransmitAgain,8c11082c,Function,Global,Analysis,0,0
FID_conflict:_kdSetAllStatusRequest,8c11082c,Function,Global,Analysis,0,0
_kdSetAllStatusRequest,8c110896,Function,Global,Analysis,0,0
_kdSetARControl,8c110896,Function,Global,Analysis,0,0
_kdSetDeviceKill,8c110896,Function,Global,Analysis,0,0
_kdSetDeviceRequest,8c110896,Function,Global,Analysis,0,0
_kdSetDeviceReset,8c110896,Function,Global,Analysis,0,0
_kdSetFT4Control,8c110896,Function,Global,Analysis,0,0
_kdSetGetCondition,8c110896,Function,Global,Analysis,0,0
_kdSetGetMediaInfo,8c110896,Function,Global,Analysis,0,0
_kdSetResetPattern,8c110896,Function,Global,Analysis,0,0
_kdSetSetCondition,8c110896,Function,Global,Analysis,0,0
_kdSetTransmitAgain,8c110896,Function,Global,Analysis,0,0
FID_conflict:_kdSetAllStatusRequest,8c110896,Function,Global,Analysis,0,0
_kdDevGetFD,8c1108ce,Function,Global,Analysis,7,0
_kdDevGetGunInfo,8c110abc,Function,Global,Analysis,0,0
_kdDevGetVibrationInfo,8c110b06,Function,Global,Analysis,0,0
_kdSetDriverMode,8c110b3e,Function,Global,Analysis,8,0
FUN_8c110be6,8c110be6,Function,Global,Default,6,0
FUN_8c110c66,8c110c66,Function,Global,Default,2,0
FUN_8c110c6c,8c110c6c,Function,Global,Default,2,0
FUN_8c110c7a,8c110c7a,Function,Global,Default,2,0
_kdSetCallback,8c110cf4,Function,Global,Analysis,12,0
FUN_8c111210,8c111210,Function,Global,Default,14,0
FUN_8c111224,8c111224,Function,Global,Default,2,0
FUN_8c111238,8c111238,Function,Global,Default,2,0
FUN_8c11124c,8c11124c,Function,Global,Default,2,0
FUN_8c111260,8c111260,Function,Global,Default,2,0
FUN_8c111288,8c111288,Function,Global,Default,2,0
FUN_8c11129c,8c11129c,Function,Global,Default,2,0
_kbCfgIni,8c111314,Function,Global,Analysis,5,0
FUN_8c11137c,8c11137c,Function,Global,Default,2,0
FUN_8c1113a4,8c1113a4,Function,Global,Default,6,0
_syBtCfgSet,8c1113b8,Function,Global,Analysis,2,0
FUN_8c1114c0,8c1114c0,Function,Global,Default,27,0
FUN_8c111514,8c111514,Function,Global,Default,4,0
FUN_8c111578,8c111578,Function,Global,Default,3,0
FUN_8c111580,8c111580,Function,Global,Default,83,0
FUN_8c11158a,8c11158a,Function,Global,Default,16,0
_kmyAllocateSmallVQArea,8c1115c0,Function,Global,Analysis,3,0
FUN_8c111624,8c111624,Function,Global,Default,1,0
FUN_8c1117ca,8c1117ca,Function,Global,Default,1,0
FUN_8c11180c,8c11180c,Function,Global,Default,1,0
_kmBlankScreen,8c111840,Function,Global,User Defined,6,0
_kmyConnectInterrupt,8c1118c0,Function,Global,Analysis,5,0
_kmyCopyToTexture,8c111940,Function,Global,Analysis,7,0
FUN_8c111ae0,8c111ae0,Function,Global,Default,1,0
_kmyGenerateRegionArray,8c111b0a,Function,Global,Analysis,3,0
_kmyCreateRegionArray,8c111ee0,Function,Global,Analysis,6,0
_kmyEnableHolizontalScaler,8c1120a0,Function,Global,Analysis,2,0
_kmyEnableInterrupt,8c112120,Instruction Label,Global,Analysis,1,0
_kmyGetFrameBufferHandle,8c112196,Function,Global,Analysis,5,0
_kmyReleaseFrameBufferHandle,8c1122e0,Function,Global,Analysis,7,0
_kmySetDisplayFrameBuffer,8c112316,Function,Global,Analysis,5,0
_kmyGetFrameBufferSize,8c1123e8,Function,Global,Analysis,4,0
_kmyFreeArea,8c112480,Function,Global,Analysis,4,0
FUN_8c1124a4,8c1124a4,Function,Global,Default,1,0
FUN_8c1124dc,8c1124dc,Function,Global,Default,1,0
_kmyFreeSmallVQArea,8c112620,Function,Global,Analysis,2,0
FUN_8c11265a,8c11265a,Function,Global,Default,1,0
FUN_8c112730,8c112730,Function,Global,Default,1,0
_kmyGarbageCollection,8c1127a0,Function,Global,Analysis,2,0
FUN_8c11281a,8c11281a,Function,Global,Default,1,0
FUN_8c112920,8c112920,Function,Global,Default,4,0
FUN_8c1129d4,8c1129d4,Function,Global,Default,1,0
FUN_8c1129f4,8c1129f4,Function,Global,Default,2,0
_kmyGetDMAHANDLE,8c112c00,Function,Global,Analysis,12,0
_kmyGetDefaultFilterMode,8c112dc0,Function,Global,Analysis,4,0
_kmyGetDisplayRegionSize,8c112f20,Function,Global,Analysis,7,0
_kmyGetFreeSize,8c112f60,Function,Global,Analysis,2,0
FUN_8c113120,8c113120,Function,Global,Default,12,0
FUN_8c113160,8c113160,Function,Global,Default,2,0
_kmyGetPassInfo,8c1131a0,Function,Global,Analysis,2,0
_kmyInitAllocator,8c113220,Function,Global,Analysis,2,0
FUN_8c113372,8c113372,Function,Global,Default,2,0
_kmyInitDMADevice,8c113400,Instruction Label,Global,Analysis,1,0
FUN_8c1136a0,8c1136a0,Function,Global,Default,2,0
FUN_8c1138c0,8c1138c0,Function,Global,Default,1,0
FUN_8c11392e,8c11392e,Function,Global,Default,1,0
_kmyiGetPALExtRatio,8c114380,Function,Global,Analysis,3,0
FUN_8c114500,8c114500,Function,Global,Default,8,0
_kmyQueryFinishDMA,8c114540,Function,Global,User Defined,10,0
_kmyRegisterBGPlane,8c1146c0,Function,Global,Analysis,25,0
_kmyRequestCallback,8c114960,Function,Global,User Defined,27,0
_kmiLaunchQ,8c1149c0,Function,Global,Analysis,3,0
FUN_8c114a84,8c114a84,Function,Global,Default,0,0
FUN_8c114b48,8c114b48,Function,Global,Default,0,0
_kmiStartupDMA,8c114c60,Function,Global,Analysis,2,0
_kmyRequestDMA,8c114da0,Function,Global,Analysis,9,0
_kmySeparatePassInfo,8c114e00,Function,Global,Analysis,2,0
_kmySetBGPlane,8c114e40,Function,Global,Analysis,4,0
_kmySetBorderColor,8c114ea0,Function,Global,Analysis,2,0
FUN_8c114ee0,8c114ee0,Function,Global,Default,7,0
_kmySetPassDepth,8c114f00,Function,Global,Analysis,4,0
_kmySetStripBuffer,8c115000,Function,Global,Analysis,2,0
FUN_8c115060,8c115060,Function,Global,Default,4,0
FUN_8c1150a0,8c1150a0,Function,Global,Default,7,0
switchD,8c1150fe,Instruction Label,switchD_8c1150fe,Analysis,0,0
switchdataD_8c115108,8c115108,Data Label,switchD_8c1150fe,Analysis,2,0
caseD_0,8c11514e,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_1,8c115152,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_2,8c115158,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_4,8c115158,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_3,8c11515c,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_a,8c115162,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_14,8c115168,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_15,8c1151a0,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_16,8c1151a6,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_17,8c1151ac,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_18,8c1151b2,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_1e,8c1151b8,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_1f,8c1151be,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_20,8c115200,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_21,8c115206,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_22,8c11520c,Instruction Label,switchD_8c1150fe,Analysis,1,0
caseD_10,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_11,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_12,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_13,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_19,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_1a,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_1b,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_1c,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_1d,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_5,8c115212,Instruction Label,switchD_8c1150fe,Analysis,3,0
caseD_6,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_7,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_8,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_9,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_b,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_c,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_d,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_e,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
caseD_f,8c115212,Instruction Label,switchD_8c1150fe,Analysis,0,0
_kmyWaitVBlank,8c115260,Function,Global,Analysis,2,0
FUN_8c11531c,8c11531c,Function,Global,Default,1,0
FUN_8c1153c0,8c1153c0,Function,Global,Default,1,0
FUN_8c115560,8c115560,Function,Global,Default,1,0
_kmyiSetScreenSize,8c115dd8,Function,Global,Analysis,10,0
FUN_8c115e6c,8c115e6c,Function,Global,Default,2,0
_kmyInitializeFogTable,8c115ea0,Data Label,Global,Analysis,0,0
_kmyWriteFogTable,8c115eee,Function,Global,Analysis,1,0
_kmyUpdateFogParameter,8c115f60,Function,Global,Analysis,2,0
_kmyWriteFogDMA,8c115fac,Function,Global,Analysis,0,0
_kmyInitializeDriver,8c116024,Data Label,Global,Analysis,1,0
_kmyInitializeHardware,8c116180,Function,Global,Analysis,1,0
FUN_8c1164a0,8c1164a0,Function,Global,Default,2,0
_kmyiInitializeNativeBuffer,8c116598,Function,Global,Analysis,1,0
_kmyRegisterNativeBuffer,8c116620,Function,Global,Analysis,2,0
_kmyDeleteNativeBuffer,8c1166e0,Function,Global,Analysis,2,0
_kmytex_ABSalloc,8c116760,Function,Global,Analysis,3,0
_kmytex_TXalloc,8c1169ae,Function,Global,Analysis,8,0
_kmytex_TXalloc2,8c116ade,Function,Global,Analysis,8,0
_kmytex_FBAllocEntry,8c116ca4,Function,Global,Analysis,12,0
_kmytex_FBFreeEntry,8c116d2c,Function,Global,Analysis,5,0
_kmytex_FBEnQueueTop,8c116d70,Function,Global,Analysis,12,0
_kmytex_FBEnQueueEntry,8c116d94,Function,Global,Analysis,6,0
_kmytex_FBDeQueueEntry,8c116db0,Function,Global,Analysis,11,0
_kmytex_GetSmallVQprofile,8c116e00,Function,Global,Analysis,4,0
_kmytex_VQFreeEntry,8c116f28,Function,Global,Analysis,4,0
_kmytex_GetfreememEx,8c116fa0,Function,Global,Analysis,4,0
_kmWaitVBlank,8c117000,Function,Global,Analysis,5,0
_kmiFLWCTRLITPOverflowCallback,8c1170e0,Function,Global,Analysis,4,0
_kmiQueryFinishAllPacket,8c117164,Function,Global,Analysis,4,0
_kmiFLWCTRLInitFLWControl,8c1171c0,Function,Global,Analysis,2,0
FUN_8c117230,8c117230,Function,Global,Default,0,0
_kmiFLWCTRLFindVacantQueue,8c1173c0,Function,Global,Analysis,1,0
FUN_8c1173e2,8c1173e2,Function,Global,Default,5,0
FUN_8c117440,8c117440,Function,Global,Default,1,0
FUN_8c117520,8c117520,Function,Global,Default,2,0
_kmiFLWCTRLLockNBuf,8c11757e,Function,Global,Analysis,2,0
_kmiFLWCTRLFindFreeNBuf,8c11768e,Function,Global,User Defined,3,0
_kmiFLWCTRLCheckTimeOut,8c117740,Function,Global,Analysis,1,0
_kmiFLWCTRLVsyncCallBackFunc,8c1177a6,Function,Global,User Defined,2,0
_kmiFLWCTRLEORCallBackFunc,8c117876,Function,Global,User Defined,3,0
_kmiFLWCTRLGetRenderPacket,8c117a5e,Function,Global,Analysis,2,0
_kmiFLWCTRLStartPass,8c117c6c,Function,Global,Analysis,2,0
FUN_8c117cbc,8c117cbc,Function,Global,Default,0,0
_kmiFLWCTRLCheckVBufOverflow,8c117d40,Function,Global,Analysis,1,0
_kmiFLWCTRLFinalizePass,8c117e00,Function,Global,Analysis,2,0
_kmiFLWCTRLCheckFreeNBuf,8c11806e,Function,Global,Analysis,2,0
_kmiFLWCTRLLaunchPacket,8c1180c0,Function,Global,Analysis,6,0
_kmiFLWCTRLCheckFinishPacket,8c118360,Function,Global,User Defined,1,0
_kmiFLWCTRLStartDMAEntry,8c118480,Function,Global,User Defined,1,0
FUN_8c11868c,8c11868c,Function,Global,Default,0,0
_kmiFLWCTRLStartRenderEntry,8c1186a0,Function,Global,Analysis,2,0
_kmiFLWCTRLStartDisplayEntry,8c11897a,Function,Global,Analysis,1,0
_kmiGuaranteeFFModeProcessOver,8c118a40,Function,Global,Analysis,1,0
_kmiFLWCTRLRotateReadyQueue,8c118ba0,Function,Global,User Defined,7,0
_kmiSetNativeBufferInfo,8c118ca0,Function,Global,Analysis,2,0
_kmiSetVertexBufferBase,8c119000,Function,Global,Analysis,2,0
_kmiSetDisplayClipSize,8c119564,Function,Global,Analysis,2,0
_kmiCalculateWorkSize,8c1195e0,Function,Global,Analysis,2,0
_kmiAllocateFB,8c119680,Function,Global,Analysis,2,0
_kmiInitVertexBufferDesc,8c119780,Function,Global,Analysis,2,0
_kmiSetFBSurfaceDesc,8c1197cc,Function,Global,Analysis,2,0
_kmiCheckSysConfigSetting,8c1198ac,Function,Global,Analysis,2,0
_kmtex_CheckTextureFormat,8c119900,Function,Global,Analysis,2,0
_kmtex_GetTextureLevel,8c119bf2,Function,Global,Analysis,7,0
_kmtex_ConfirmSmallVQ,8c119c8a,Function,Global,Analysis,5,0
FUN_8c119d0c,8c119d0c,Function,Global,Default,1,0
FUN_8c119d50,8c119d50,Function,Global,Default,1,0
FUN_8c119dd4,8c119dd4,Function,Global,Default,1,0
FUN_8c119e56,8c119e56,Function,Global,Default,1,0
FUN_8c119efc,8c119efc,Function,Global,Default,1,0
_kmiSetupRender,8c119fc0,Function,Global,Analysis,4,0
FUN_8c11a0a0,8c11a0a0,Function,Global,Default,2,0
_ADXB_Create,8c11a0e4,Function,Global,Analysis,2,0
_ADXB_Destroy,8c11a170,Function,Global,Analysis,3,0
FUN_8c11a2c6,8c11a2c6,Function,Global,Default,2,0
FUN_8c11a3bc,8c11a3bc,Function,Global,Default,2,0
FUN_8c11a3d4,8c11a3d4,Function,Global,Default,6,0
FUN_8c11a3de,8c11a3de,Function,Global,Default,5,0
FUN_8c11a426,8c11a426,Function,Global,Default,3,0
FUN_8c11a448,8c11a448,Function,Global,Default,3,0
_ADXB_EntryData,8c11a44c,Function,Global,Analysis,2,0
_ADXB_Stop,8c11a4ac,Function,Global,Analysis,2,0
_ADXB_Reset,8c11a4c6,Function,Global,Analysis,2,0
FUN_8c11a4e6,8c11a4e6,Function,Global,Default,2,0
FUN_8c11a508,8c11a508,Function,Global,Default,2,0
FUN_8c11a574,8c11a574,Function,Global,Default,1,0
FUN_8c11a630,8c11a630,Function,Global,Default,3,0
FUN_8c11a6a8,8c11a6a8,Function,Global,Default,1,0
FUN_8c11a804,8c11a804,Function,Global,Default,3,0
FUN_8c11a8a0,8c11a8a0,Function,Global,Default,2,0
FUN_8c11a8a8,8c11a8a8,Function,Global,Default,17,0
FUN_8c11a8c0,8c11a8c0,Function,Global,Default,17,0
_LSC_CallErrFunc,8c11a8f6,Function,Global,Analysis,0,0
_mwRnaErrCallFunc,8c11a8f6,Function,Global,Analysis,0,0
_san_CallErrFunc,8c11a8f6,Function,Global,Analysis,0,0
FID_conflict:_san_CallErrFunc,8c11a8f6,Function,Global,Analysis,76,0
_mwNmCreateStmHd,8c11a994,Function,Global,Analysis,1,0
_mwNmDestroyStmHd,8c11a9dc,Function,Global,Analysis,1,0
_mwlNmAlloc,8c11aa04,Function,Global,Analysis,1,0
FUN_8c11adce,8c11adce,Function,Global,Default,2,0
_mwNmSetSfreq,8c11ae18,Function,Global,Analysis,2,0
_mwNmSetBitPerSmpl,8c11ae80,Function,Global,Analysis,2,0
_mwNmSetVol,8c11aeb4,Function,Global,Analysis,2,0
FUN_8c11af32,8c11af32,Function,Global,Default,6,0
FUN_8c11afb8,8c11afb8,Function,Global,Default,3,0
FUN_8c11b24a,8c11b24a,Function,Global,Default,1,0
FUN_8c11b2aa,8c11b2aa,Function,Global,Default,1,0
FUN_8c11b2b0,8c11b2b0,Function,Global,Default,5,0
_mwlNmTrnsDat,8c11b392,Function,Global,Analysis,1,0
FUN_8c11b56c,8c11b56c,Function,Global,Default,2,0
FUN_8c11ba5c,8c11ba5c,Function,Global,Default,1,0
FUN_8c11baf6,8c11baf6,Function,Global,Default,4,0
FUN_8c11bb6c,8c11bb6c,Function,Global,Default,4,0
_syG2DmaResumeAll,8c11bcfc,Function,Global,Analysis,4,0
_syG2DmaSuspendAll,8c11bd78,Function,Global,Analysis,4,0
FUN_8c11bdbc,8c11bdbc,Function,Global,Default,7,0
_mpdrv_init_ex,8c11bf14,Function,Global,Analysis,2,0
_mpdrv_dpf,8c11c590,Function,Global,Analysis,35,0
_mpdrv_get_device,8c11c5d8,Function,Global,Analysis,3,0
FUN_8c11c5e8,8c11c5e8,Function,Global,Default,2,0
FUN_8c11c5fa,8c11c5fa,Function,Global,Default,2,0
_mpdrv_stat,8c11c63c,Function,Global,User Defined,1,0
_mpdrv_ischanged,8c11c656,Function,Global,Analysis,1,0
_mpdrv_recognize,8c11c666,Function,Global,Analysis,1,0
FUN_8c11c676,8c11c676,Function,Global,Default,2,0
FUN_8c11c692,8c11c692,Function,Global,Default,3,0
FUN_8c11c6aa,8c11c6aa,Function,Global,Default,2,0
FUN_8c11c6be,8c11c6be,Function,Global,Default,2,0
FUN_8c11c6d2,8c11c6d2,Function,Global,Default,1,0
FUN_8c11c6ea,8c11c6ea,Function,Global,Default,2,0
FUN_8c11c6fe,8c11c6fe,Function,Global,Default,2,0
FUN_8c11c712,8c11c712,Function,Global,Default,2,0
FUN_8c11c736,8c11c736,Function,Global,Default,2,0
FUN_8c11c74a,8c11c74a,Function,Global,Default,2,0
FUN_8c11c784,8c11c784,Function,Global,Default,2,0
_mpdrv_init_globals,8c11c7a0,Function,Global,Analysis,3,0
_mpdrv_insertnop,8c11ca0c,Function,Global,Analysis,3,0
_mpdrv_setcmd,8c11ca50,Function,Global,User Defined,13,0
FUN_8c11d512,8c11d512,Function,Global,Default,3,0
_mpdrv_set_getcond,8c11d562,Function,Global,Analysis,2,0
_mpdrv_set_getcond_ns,8c11d58e,Function,Global,Analysis,4,0
_mpdrv_set_allstatreq,8c11d5c4,Function,Global,Analysis,0,0
_mpdrv_set_dkill,8c11d5c4,Function,Global,Analysis,0,0
_mpdrv_set_dreq,8c11d5c4,Function,Global,Analysis,0,0
_mpdrv_set_dreset,8c11d5c4,Function,Global,Analysis,0,0
FID_conflict:_mpdrv_set_allstatreq,8c11d5c4,Function,Global,Analysis,2,0
_mpdrv_set_dreq_ns,8c11d5f0,Function,Global,Analysis,6,0
_mpdrv_set_allstatreq,8c11d608,Function,Global,Analysis,0,0
_mpdrv_set_dkill,8c11d608,Function,Global,Analysis,0,0
_mpdrv_set_dreq,8c11d608,Function,Global,Analysis,0,0
_mpdrv_set_dreset,8c11d608,Function,Global,Analysis,0,0
FID_conflict:_mpdrv_set_allstatreq,8c11d608,Function,Global,Analysis,2,0
_mpdrv_set_dkill_ns,8c11d634,Function,Global,Analysis,4,0
_mpdrv_set_allstatreq,8c11d64c,Function,Global,Analysis,0,0
_mpdrv_set_dkill,8c11d64c,Function,Global,Analysis,0,0
_mpdrv_set_dreq,8c11d64c,Function,Global,Analysis,0,0
_mpdrv_set_dreset,8c11d64c,Function,Global,Analysis,0,0
FID_conflict:_mpdrv_set_allstatreq,8c11d64c,Function,Global,Analysis,2,0
_mpdrv_set_dreset_ns,8c11d678,Function,Global,Analysis,4,0
_mpdrv_set_allstatreq,8c11d690,Function,Global,Analysis,0,0
_mpdrv_set_dkill,8c11d690,Function,Global,Analysis,0,0
_mpdrv_set_dreq,8c11d690,Function,Global,Analysis,0,0
_mpdrv_set_dreset,8c11d690,Function,Global,Analysis,0,0
FID_conflict:_mpdrv_set_allstatreq,8c11d690,Function,Global,Analysis,2,0
_mpdrv_set_allstatreq_ns,8c11d6bc,Function,Global,Analysis,4,0
_mpdrv_set_getminfo,8c11d6d4,Function,Global,User Defined,2,0
_mpdrv_set_getminfo_ns,8c11d700,Function,Global,Analysis,3,0
_mpdrv_set_bread,8c11d726,Function,Global,Analysis,0,0
_mpdrv_set_getlerr,8c11d726,Function,Global,Analysis,0,0
FID_conflict:_mpdrv_set_getlerr,8c11d726,Function,Global,Analysis,2,0
_mpdrv_set_bread_ns,8c11d758,Function,Global,Analysis,3,0
_mpdrv_set_bwrite,8c11d786,Function,Global,Analysis,2,0
_mpdrv_set_bwrite_ns,8c11d7c0,Function,Global,Analysis,3,0
_mpdrv_set_bread,8c11d7f0,Function,Global,Analysis,0,0
_mpdrv_set_getlerr,8c11d7f0,Function,Global,Analysis,0,0
FID_conflict:_mpdrv_set_getlerr,8c11d7f0,Function,Global,Analysis,2,0
_mpdrv_set_getlerr_ns,8c11d822,Function,Global,Analysis,3,0
_mpdrv_set_transagain,8c11d85c,Function,Global,Analysis,2,0
_mpdrv_set_transagain_ns,8c11d888,Function,Global,Analysis,1,0
_mpdrv_set_arctrl,8c11d8a0,Function,Global,Analysis,0,0
_mpdrv_set_ft4ctrl,8c11d8a0,Function,Global,Analysis,0,0
FID_conflict:_mpdrv_set_arctrl,8c11d8a0,Function,Global,Analysis,2,0
_mpdrv_set_arctrl_ns,8c11d8cc,Function,Global,Analysis,3,0
_mpdrv_set_arctrl,8c11d8f0,Function,Global,Analysis,0,0
_mpdrv_set_ft4ctrl,8c11d8f0,Function,Global,Analysis,0,0
FID_conflict:_mpdrv_set_arctrl,8c11d8f0,Function,Global,Analysis,2,0
_mpdrv_set_ft4ctrl_ns,8c11d91c,Function,Global,Analysis,3,0
_mpdrv_set_setcond,8c11d940,Function,Global,Analysis,2,0
_mpdrv_set_setcond_ns,8c11d97c,Function,Global,Analysis,3,0
FUN_8c11d9a0,8c11d9a0,Function,Global,Default,2,0
FUN_8c11d9d4,8c11d9d4,Function,Global,Default,5,0
FUN_8c11d9e8,8c11d9e8,Function,Global,Default,4,0
FUN_8c11d9fe,8c11d9fe,Function,Global,Default,3,0
FUN_8c11da3c,8c11da3c,Function,Global,Default,2,0
FUN_8c11da50,8c11da50,Function,Global,Default,8,0
FUN_8c11da64,8c11da64,Function,Global,Default,8,0
FUN_8c11da78,8c11da78,Function,Global,Default,5,0
thunk_FUN_8c11da9c,8c11da8c,Thunk Function,Global,Default,1,0
FUN_8c11da9c,8c11da9c,Function,Global,Default,3,0
FUN_8c11daa8,8c11daa8,Function,Global,Default,2,0
thunk_FUN_8c11dace,8c11dac4,Thunk Function,Global,Default,3,0
FUN_8c11dace,8c11dace,Function,Global,Default,2,0
FUN_8c11dad8,8c11dad8,Function,Global,Default,2,0
FUN_8c11daec,8c11daec,Function,Global,Default,1,0
FUN_8c11db24,8c11db24,Function,Global,Default,2,0
FUN_8c11db72,8c11db72,Function,Global,Default,1,0
FUN_8c11dbc2,8c11dbc2,Function,Global,Default,2,0
FUN_8c11dca8,8c11dca8,Function,Global,Default,2,0
FUN_8c11dd64,8c11dd64,Function,Global,Default,1,0
FUN_8c11de2c,8c11de2c,Function,Global,Default,1,0
FUN_8c11de84,8c11de84,Function,Global,Default,1,0
_fmMngInit,8c11dee4,Function,Global,Analysis,2,0
_fmMngFormat,8c11dfe8,Function,Global,Analysis,2,0
_fmMngRead,8c11e074,Function,Global,Analysis,2,0
_fmMngWrite,8c11e0b0,Function,Global,Analysis,2,0
_fmMngExecServer,8c11e0f0,Function,Global,Analysis,3,0
_kmiExCallBackFunc,8c120208,Function,Global,Analysis,2,0
_kmyAllocateFrameBuffer,8c1202a0,Function,Global,Analysis,3,0
_kmyAllocateNativeCommandBuffer,8c120320,Function,Global,Analysis,2,0
FUN_8c1203a0,8c1203a0,Function,Global,Default,1,0
FUN_8c12040c,8c12040c,Function,Global,Default,0,0
FUN_8c120468,8c120468,Function,Global,Default,0,0
FUN_8c12059c,8c12059c,Function,Global,Default,0,0
_kmyContinueTA,8c1206c0,Function,Global,Analysis,2,0
FUN_8c120760,8c120760,Function,Global,Default,4,0
_kmyCopyToFrameBuffer,8c1207c0,Function,Global,Analysis,10,0
FUN_8c122820,8c122820,Function,Global,Default,2,0
FUN_8c122860,8c122860,Function,Global,Default,2,0
FUN_8c1228a0,8c1228a0,Function,Global,Default,2,0
FUN_8c1228e0,8c1228e0,Function,Global,Default,2,0
_kmyGeneratePassInfo,8c122920,Function,Global,Analysis,2,0
_kmySetSkipCount,8c122980,Function,Global,Analysis,4,0
_kmyGetBGPlaneBase,8c1229d8,Function,Global,Analysis,4,0
FUN_8c122a40,8c122a40,Function,Global,Default,9,0
switchD,8c122a86,Instruction Label,switchD_8c122a86,Analysis,0,0
switchdataD_8c122a94,8c122a94,Data Label,switchD_8c122a86,Analysis,2,0
caseD_7,8c122aac,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_8,8c122ac0,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_9,8c122b0a,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_a,8c122b1c,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_b,8c122b60,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_0,8c122b8e,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_1,8c122b96,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_2,8c122b9c,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_3,8c122ba2,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_4,8c122bae,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_5,8c122bb6,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_6,8c122bc6,Instruction Label,switchD_8c122a86,Analysis,1,0
caseD_c,8c122bde,Instruction Label,switchD_8c122a86,Analysis,12,0
_kmyInitializeBGPlane,8c122ca0,Function,Global,Analysis,2,0
_kmyMoveParameterBoundary,8c122d60,Function,Global,Analysis,3,0
FUN_8c122e58,8c122e58,Function,Global,Default,1,0
_kmyiInitializeDriverObject,8c122ebe,Data Label,Global,Analysis,1,0
FUN_8c122f00,8c122f00,Function,Global,Default,1,0
_kmyGetRenderPacket,8c122f22,Function,Global,Analysis,2,0
_kmyReleaseRenderPacket,8c122fbc,Function,Global,Analysis,2,0
FUN_8c123040,8c123040,Function,Global,Default,2,0
FUN_8c123054,8c123054,Function,Global,Default,10,0
_kmySetBackGroundDepth,8c1230a0,Function,Global,Analysis,4,0
_kmySetCheapShadowMode,8c123100,Function,Global,Analysis,2,0
FUN_8c123140,8c123140,Function,Global,Default,2,0
_kmySetDMAErrorCallback,8c123180,Function,Global,Analysis,2,0
FUN_8c1231e0,8c1231e0,Function,Global,Default,3,0
